-0.32176,2.6236
-0.24283,-0.50591
0.033181,-0.088365
0.076058,0.14306
-0.17215,0.6011
-1.1922,-0.63873
0.68723,2.5474
0.053318,0.54702
-0.089705,0.71546
0.12597,2.6406
0.86989,2.591
-0.024129,-0.55361
1.2377,-1.1272
1.2487,-1.1696
-0.059067,2.5854
-0.28077,0.45406
0.86923,2.6586
-0.19417,-1.0278
0.051073,-1.1252
1.1722,2.2557
0.24862,-0.038842
1.6702,-0.97467
-0.26726,-0.58376
1.0298,-1.1237
1.0305,-1.0616
0.56313,2.4115
0.1349,-0.82646
-0.52331,2.3604
0.005225,1.1995
-1.5438,2.4772
0.27902,-0.093908
-0.99973,2.3338
-0.19278,0.29646
0.053449,0.31218
-0.58969,2.8507
0.088574,-0.48322
-0.66353,2.7383
-0.12929,-0.8319
2.1085,-1.2287
1.3597,-1.1961
0.05759,-0.0019553
1.1135,2.7801
1.1149,-1.2662
-0.19919,0.90731
-0.027858,-0.077199
0.32363,-0.99977
0.014911,-0.022516
0.40119,2.7215
1.2026,-0.95763
-0.019585,0.72176
-0.50237,2.272
0.39374,-1.1713
-0.31811,2.444
1.2928,-1.0831
2.4449,-0.99598
-0.53441,2.6191
0.22044,2.4242
0.39109,2.4598
0.0028671,-0.021524
-0.032288,0.45068
0.11327,2.2995
-0.58099,2.454
-0.056686,-0.38772
0.029316,-0.14795
0.12659,-0.71919
0.61261,2.5001
0.58542,-1.1548
0.51462,-0.88786
0.77434,-1.0734
2.5656,-1.0827
-0.35435,2.4563
-0.54923,2.3148
-0.41397,-0.58802
0.1787,2.4831
-0.37276,2.3564
0.26059,-1.1011
-0.045994,-1.1092
1.9628,2.479
0.39897,2.2828
-0.010688,0.4182
-0.1362,-0.15014
1.4233,-1.0564
0.25938,2.5802
-0.3,2.5285
-0.40411,2.4113
0.50007,-1.0258
1.2353,2.5374
0.3524,2.3226
0.61728,2.3878
0.58226,2.3909
0.10607,-0.07648
-0.028659,2.5319
-0.095088,-1.9199
1.16,-0.8735
0.64832,-1.0365
0.24434,-0.14925
-0.92961,2.429
1.4761,2.5031
1.2922,-0.86544
-0.072789,-0.25206
0.87319,-0.92923
-0.1784,2.8087
1.3837,-1.051
-0.15751,0.42981
1.2798,-0.97773
-0.061651,0.0029001
0.024702,0.8078
0.38455,-0.69676
1.2358,-1.1595
1.2817,-1.085
0.14753,-0.12773
0.73284,2.5004
-0.207,-0.82316
1.0296,-0.92699
0.11695,0.65864
0.0053091,-1.1372
-0.032471,2.7303
0.84494,-0.6605
1.0121,2.3564
1.1563,-1.0001
-0.61467,2.5896
-0.82096,2.6066
-0.13489,-0.67122
1.6046,-0.84241
0.012939,0.6988
-0.22462,2.4588
-0.60358,2.4304
0.50047,2.5228
-0.82411,2.6566
0.13008,0.73549
-0.080782,0.047528
1.477,-1.0561
1.1441,-1.0515
0.97343,-1.4105
0.073343,-0.033712
-1.431,2.4115
-0.60994,2.7351
1.528,-0.95442
0.25885,0.4287
-0.060071,-0.02478
0.95575,-1.3536
0.13723,-0.85902
0.053859,-1.131
-0.48639,2.2486
-0.031985,2.2054
1.0952,-0.95522
0.43745,-1.0513
1.0433,-1.0047
0.98843,-0.86176
-0.021877,2.7975
0.017375,-1.1075
-0.3034,2.4757
-0.6529,2.4661
1.2476,-1.3597
0.77888,-1.1009
0.16888,0.058555
-0.24357,0.29029
0.20093,1.1618
0.0081706,2.6635
0.2328,0.049036
-1.2056,2.5765
-0.85489,2.3868
0.17255,-0.26424
0.911,2.4068
0.18725,2.3425
0.47029,2.7411
1.2772,-1.1256
1.1414,-0.7298
0.16018,-0.5177
3.0019,-1.1344
0.84938,-1.0198
-0.14246,2.7282
1.8595,-0.87074
0.13224,-0.31523
-0.17732,-0.90869
0.82437,2.5357
2.2612,-1.1659
-0.11122,-0.56002
-0.15366,-0.57183
-0.18518,-1.1239
-0.095854,2.2307
1.1174,-0.98808
-0.069268,0.091653
0.3137,-1.0357
1.744,2.5831
-0.31927,2.4977
-0.16532,0.15744
0.77869,2.5791
1.5305,-0.73229
-0.261,0.025188
1.1433,-1.1348
-0.62981,2.6437
-0.16119,-0.38101
0.98294,2.5117
0.43912,2.5966
0.74893,-0.80742
0.9956,2.4211
-0.0053573,-1.1012
-0.37323,2.5033
0.62326,-1.0851
-0.071848,0.72042
0.16427,-1.3189
0.95568,-1.0138
0.22296,0.13485
0.088425,1.2549
2.2956,-0.87678
0.65708,-0.84388
1.128,-1.152
-0.28769,0.30576
1.7506,-0.89201
0.63407,2.5412
-0.078076,2.4431
0.35286,2.5284
-0.6735,-0.98583
0.13074,0.85898
2.3181,-0.94294
0.064337,-0.8307
-0.11179,0.94367
-0.83126,2.3758
1.8773,-1.0417
-0.15335,-1.099
0.021718,-0.59079
-0.31471,2.4364
-0.62102,2.6549
0.4932,2.8166
1.5591,-1.1783
1.2996,-0.65936
-0.091044,2.3451
1.9576,-0.97302
1.1336,-1.1784
-0.21319,-0.99602
0.45654,2.7047
0.21111,-0.29525
-1.0862,2.6059
1.9539,-1.2631
-0.012099,1.0311
-0.065499,-0.28065
-1.0593,-1.0332
0.32439,2.5793
-0.21775,-0.83703
-0.89703,2.8205
0.40306,2.2973
-0.23052,-0.51267
-0.4133,2.5079
0.18313,1.1821
0.19665,-0.73898
1.1358,-1.0133
-0.01765,0.74693
0.0088126,0.76239
0.89795,-1.193
0.1871,-0.33221
0.073591,-0.11636
-0.20235,0.84179
1.5918,-1.1761
-0.1525,-0.42568
0.049684,-0.49491
-0.24765,-0.23531
1.8958,-0.98102
0.15483,-0.15816
0.041606,-0.24806
1.5048,-1.1623
0.12031,0.87729
-1.1437,2.477
-0.27775,-0.92362
-0.73891,-1.0181
2.526,-0.91847
-0.068202,0.59755
-0.063809,0.12522
-0.38877,2.5846
0.35404,2.5516
0.28597,1.3599
0.69668,-0.9775
0.16921,0.67092
-0.12688,-0.4733
-0.96757,2.4796
0.032924,2.3951
0.13813,-0.85655
0.79609,-1.0516
-1.1329,2.4943
1.1129,-1.0799
1.3779,-0.95369
0.068644,-0.15663
-0.94794,2.4491
-0.12353,-1.0588
-0.19207,-0.12902
1.167,-1.0321
1.1795,-1.1505
0.92462,-0.95409
-0.19928,2.6151
-0.013883,2.8292
2.9177,-0.95909
-0.15995,-0.91436
0.45388,2.6789
-0.15354,-1.0223
0.25252,-0.3309
0.014071,-0.31852
0.6625,2.478
0.8795,2.7114
0.31475,-0.92633
0.21648,-0.046174
0.07182,-1.2102
1.2205,-0.88531
0.13059,-0.89381
0.36301,-0.94667
-0.084551,-0.87162
0.29651,-0.9955
-0.0013209,0.46312
0.14221,2.4948
0.76957,-1.0974
-0.052655,-0.91404
0.31877,0.47713
0.04986,0.73575
0.021984,0.82472
1.451,-0.96495
-0.64803,-1.0236
-0.075421,-0.33285
-1.0229,2.2547
1.6792,-1.1143
0.053819,1.0308
0.3938,2.5679
0.20779,0.31241
0.25978,2.299
0.019624,-1.0644
-0.033906,1.2313
-0.10756,-1.1288
-1.2535,2.5901
-0.076979,2.5907
1.9009,-0.85762
0.2693,2.5191
0.45762,2.654
1.2844,-1.0544
0.020722,0.90307
1.1087,-0.93885
0.14404,-0.66651
0.35703,2.6476
0.082829,-1.21
-0.063043,-1.1527
-0.99688,2.6849
1.9958,-1.0268
-0.30071,2.6004
0.023924,-0.954
-0.9598,2.4407
0.66853,2.5077
0.41574,-0.98141
-0.42004,2.3967
1.3328,-0.90209
0.075356,2.1553
-0.13584,0.92716
-0.2099,2.4092
0.33066,2.3686
-0.31053,2.3267
